Flag,Company,Ticker,,Activist_Group,Start_Date,Hostility_End_Date,Start_Year,Start_Month,Start_Day,Stake_End_Date,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Link,News_Search,Start_Date_And_Time,Current_Ticker,First_Affected_Date,Hostility_End_Date,End_Year,End_Month,End_Day,Sector,Industry_Name,Outcome,Region_Exchange,Country_Exchange,Country_Incorporation,State_Incorporation,Proxy_Fight_Boolean,Campaign_Status,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return
225134646,Rockwell Collins Inc,2104125D US,#N/A Field Not Applicable,Starboard Value LP,30/11/2016 0:00,11/26/2018,2011,6,30,26/11/2018 0:00,3: Sale of Company; Strategic Review; Oppose Acquisition,55.44554,12077398300,0.66,NSN OHH65D6JTSEB,NI COMPANY:COL@US 'Starboard',Start: 2016-11-30. UTC: 2016-11-30T21:53:37.221Z,COL US Equity,01/12/2016 0:00,11/26/2018,2018,26,11,Industrials,Aerospace & Defense,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,79710828.78,3.613029,45.04837,50.02509,24.867595
225134646,SunCoke Energy Inc,SXC US,#N/A Review,Capital Family Holdings Inc,30/11/2016 0:00,6/27/2019,2011,6,30,09/02/2020 0:00,3: Oppose Acquisition; Return Capital/Buybacks; Strategic Review,-47.88097,737176700,,NSN OHGFD0MEQTXC,NI COMPANY:SXC@US 'Capital',Start: 2016-11-30. UTC: 2016-11-30T12:15:00.188Z,SXC US Equity,30/11/2016 0:00,6/27/2019,2019,27,6,Materials,Metals & Mining,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,,-0.522648,-0.783972,-47.60714,-18.452687
225134646,Cognizant Technology Solutions Corp,COGNIZANT TECHNOLOGY SOLUTIONS,#N/A Invalid Security,Elliott Investment Management LP,28/11/2016 0:00,2/8/2017,2011,7,5,15/05/2018 0:00,3: Return Capital/Buybacks; Cost Cutting; Board Representation,42.98148,32307019400,4,NSN OHD9NH3MMTC0,NI COMPANY:CTSH@US 'Elliott',Start: 2016-11-28. UTC: 2016-11-28T19:18:53.477Z,CTSH US Equity,28/11/2016 0:00,2/8/2017,2017,8,2,Technology,Technology Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,1292280776,6.948357,37.73718,33.69207,27.742692
225134646,LivePerson Inc,LPSN US,LPSN,Discovery Group I LLC,23/11/2016 0:00,,2011,7,7,07/08/2017 0:00,Stake Only 13D: No Public Activism,53.52941,492752200,5.3,DOCV /ID 0001571049-16-020141,NI COMPANY:LPSN@US 'Discovery Group',Start: 2016-11-23. UTC: 2016-11-23T21:07:50.000Z,LPSN US Equity,25/11/2016 0:00,,,,,Technology,Software,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,26115866.6,0,31.17647,53.52941,53.52941
225134646,Exar Corp,EXAR,#N/A Review,Simcoe Capital Management LLC,22/11/2016 0:00,2/9/2017,2011,7,7,11/05/2017 0:00,1: Board Representation,32.0122,493456800,5.2,DOCV /ID 0000921895-16-006226,NI COMPANY:EXAR@US 'Simcoe',Start: 2016-11-22. UTC: 2016-11-22T19:05:52.000Z,EXAR US Equity,22/11/2016 0:00,2/9/2017,2017,9,2,Technology,Semiconductors,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,25659753.6,2.54065,32.0122,28.74133,32.0122
225134646,Landauer Inc,LDR US,#N/A Review,Gilead Capital LP,22/11/2016 0:00,1/11/2017,2011,7,11,06/09/2017 0:00,3: Other (Disclose the appointment process by which Mr. Leatherman and Bill Dempsey were appointed); Board Representation; Other (Establish a special committee of independent directors to investigate and strengthen the nomination and review process),34.24724,492198000,5,DOCV /ID 0000921895-16-006223,NI COMPANY:LDR@US 'Gilead Capital',Start: 2016-11-22. UTC: 2016-11-22T14:08:31.000Z,LDR US Equity,22/11/2016 0:00,1/11/2017,2017,11,1,Industrials,Electrical Equipment,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,24609900,1.658537,33.79986,32.05703,34.24724
225134646,Westmoreland Coal Co,WLBA 8 1/2 PERP,WLBA,Mangrove Partners,21/11/2016 0:00,2/1/2017,2011,7,11,31/03/2018 0:00,1: Break Up,-97.35484,287845000,10.2,DOCV /ID 0001013594-16-001322,NI COMPANY:WLBAQ@US 'Mangrove',Start: 2016-11-21. UTC: 2016-11-21T13:53:21.000Z,WLBAQ US Equity,21/11/2016 0:00,2/1/2017,2017,1,2,Materials,Metals & Mining,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,29360190,-3.16129,-92,-97.26849,-93.133151
225134646,Great Lakes Dredge & Dock Corp,GREAT LAKES DREDGE & DOCK,#N/A Invalid Security,Privet Fund Management LLC,21/11/2016 0:00,12/28/2016,2011,7,18,06/03/2019 0:00,1: Board Representation,85.11111,274233700,5.2,DOCV /ID 0000921895-16-006215,NI COMPANY:GLDD@US 'Privet',Start: 2016-11-21. UTC: 2016-11-21T13:48:37.000Z,GLDD US Equity,21/11/2016 0:00,12/28/2016,2016,28,12,Industrials,Engineering & Construction,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,14260152.4,2.222222,7.777778,81.08696,30.888541
225134646,Marathon Petroleum Corp,MARATHON PETROLEUM,#N/A Invalid Security,Elliott Investment Management LP,21/11/2016 0:00,1/3/2017,2011,7,20,03/01/2018 0:00,2: Strategic Review; Other (Simplify its midstream operations and structure),62.89989,22859675700,4,NSN OGZUU0MEWG7F,NI COMPANY:MPC@US 'Elliott',Start: 2016-11-21. UTC: 2016-11-21T13:30:00.245Z,MPC US Equity,21/11/2016 0:00,1/3/2017,2017,3,1,Energy,Oil & Gas Producers,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,914387028,8.912492,47.89439,49.56952,54.734089
225134646,SodaStream International Ltd,SODA US,#N/A Field Not Applicable,Teleios Capital Partners GmbH,18/11/2016 0:00,11/30/2016,2011,7,21,21/02/2017 0:00,1: Board Representation,31.60417,748563000,5.7,DOCV /ID 0000919574-16-016790,NI COMPANY:SODA@US 'Teleios',Start: 2016-11-18. UTC: 2016-11-18T18:17:25.000Z,SODA US Equity,18/11/2016 0:00,11/30/2016,2016,30,11,Consumer Discretionary,Home & Office Products,Success,North America,United States,ISRAEL,,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,42668091,1.071328,86.52383,30.20921,31.60417
225134646,Immunomedics Inc,IMMU US,IMMU,VenBio Select Advisor LLC,16/11/2016 0:00,3/9/2017,2011,7,25,22/10/2020 0:00,1: Board Control,3071.841,293461700,9,DOCV /ID 0000902664-16-008838,NI COMPANY:IMMU@US 'VenBio Select',Start: 2016-11-16. UTC: 2016-11-16T20:30:42.000Z,IMMU US Equity,16/11/2016 0:00,3/9/2017,2017,9,3,Health Care,Biotech & Pharma,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,26411553,4.33213,333.213,2940.138,140.769095
225134646,First Trust Aberdeen Global Opportunity Income Fund,FAM US,#N/A Field Not Applicable,Karpus Management Inc,14/11/2016 0:00,12/3/2020,2011,7,28,09/07/2021 0:00,2: Realize NAV; Realize NAV,40.7603,185447580,19.6,DOCV /ID 0001048703-16-000150,NI COMPANY:FAM@US 'Karpus',Start: 2016-11-14. UTC: 2016-11-14T19:24:18.000Z,FAM US Equity,14/11/2016 0:00,12/3/2020,2020,3,12,Investment Fund,Closed-End Fund,Success,North America,United States,UNITED STATES OF AMERICA,MA,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,36347725.68,-2.141527,11.8315,43.84069,7.62598
225134646,Kate Spade & Co LLC,KATE US,KATE,Caerus Investors LLC,14/11/2016 0:00,7/11/2017,2011,7,28,11/07/2017 0:00,2: Strategic Review; Sale of Company,11.2515,2129541200,,NSN OGMPK0SYF01S,NI COMPANY:KATE@US 'Caerus Investors',Start: 2016-11-14. UTC: 2016-11-14T11:07:12.115Z,KATE US Equity,14/11/2016 0:00,7/11/2017,2017,11,7,Consumer Discretionary,Apparel & Textile Products,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,,7.88207,11.2515,3.123257,11.2515
225134646,PRGX Global Inc,PRGX US,PRGX,Northern Right Capital Management LP,10/11/2016,,2011,7,29,03/03/2021 0:00,Stake Only 13D: 1 Board Seat Granted,60.625,104660000,5.9,DOCV /ID 0001193125-16-765987,NI COMPANY:PRGX@US 'Northern Right',Start: 2016-11-10. UTC: 2016-11-10T21:50:23.000Z,PRGX US Equity,11/11/2016 0:00,,,,,Industrials,Commercial Support Services,Not Applicable,North America,United States,UNITED STATES OF AMERICA,GA,No Proxy Fight,Closed - Activist Stake Sold,Former Core,6174940,4.0625,51.04167,54.35435,11.623856
225134646,First NBC Bank Holding Co,FNBC 5 3/4 02/18/25,FNBC,Clinton Group Inc/New York,10/11/2016,5/10/2017,2011,8,1,10/05/2017 0:00,5: Cost Cutting; Break Up; Strategic Review; Return Capital/Buybacks; Management Changes,-98.51095,131731700,0.44,NSN OGFKA33MSFLV,NI COMPANY:FNBCQ@US 'Clinton Group',Start: 2016-11-10. UTC: 2016-11-10T14:30:04.023Z,FNBCQ US Equity,10/11/2016 0:00,5/10/2017,2017,10,5,Financials,Banking,Partial Success,North America,United States,UNITED STATES OF AMERICA,LA,No Proxy Fight,Closed - Activist Stake Sold,Former Core,579619.48,9.489051,-99.75182,-98.64,-98.51095
225134646,Yuma Energy Inc,YUMAQ US,YUMA,Red Mountain Capital Partners LLC,7/11/2016,3/8/2017,2011,8,1,30/12/2021 0:00,Discussions only,-99.99997,8165200,30.6,DOCV /ID 0001193125-16-761743,NI COMPANY:YUMAQ@US 'Red Mountain',Start: 2016-11-07. UTC: 2016-11-07T22:32:37.000Z,YUMAQ US Equity,08/11/2016 0:00,3/8/2017,2017,8,3,Energy,Oil & Gas Producers,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,2498551.2,7.111111,-52,-99.99997,-94.601895
225134646,Icad Inc,ICAD US,ICAD,Harbert Fund Advisors Inc,7/11/2016,6/7/2018,2011,8,1,07/06/2018 0:00,4: Strategic Review; Compensation Changes; Management Changes; Return Capital/Buybacks,15.78947,45445000,5.01,DOCV /ID 0000919574-16-016118,NI COMPANY:ICAD@US 'Harbert',Start: 2016-11-07. UTC: 2016-11-07T22:23:59.000Z,ICAD US Equity,08/11/2016 0:00,6/7/2018,2018,7,6,Health Care,Medical Equipment & Devices,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,2276794.5,12.98246,42.45614,2.484472,9.735172
225134646,Capital Senior Living Corp,CAPITAL SENIOR LIVING,#N/A Invalid Security,Arbiter Partners Capital Management LLC,7/11/2016,3/8/2017,2011,8,12,08/03/2018 0:00,Discussions only,-1.554002,385962800,9.9,DOCV /ID 0001062993-16-012037,NI COMPANY:SNDA@US 'Arbiter',Start: 2016-11-07. UTC: 2016-11-07T11:03:02.000Z,SNDA US Equity,07/11/2016 0:00,3/8/2017,2017,8,3,Health Care,Health Care Facilities & Svcs,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,38210317.2,3.574203,18.18182,-4.951238,-1.169373
225134646,Ascena Retail Group Inc,ASNA TL EXIT 1L USD,ASNA,Stadium Capital Management LLC,7/11/2016,5/17/2018,2011,8,15,17/12/2020 0:00,1: Board Representation,-99.88628,944162200,7.6,DOCV /ID 0000935836-16-001182,NI COMPANY:ASNAQ@US 'Stadium',Start: 2016-11-07. UTC: 2016-11-07T11:02:22.000Z,ASNAQ US Equity,07/11/2016 0:00,5/17/2018,2018,17,5,Consumer Discretionary,Retail - Discretionary,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,71756327.2,3.917526,-60.61856,-99.89056,-80.766237
225134646,Arconic Inc,ARNC 5 3/8,ARNC,Elliott Investment Management LP,4/11/2016,1/25/2020,2011,8,15,02/06/2023 0:00,3: Board Representation; Management Changes; Board Representation,217.9435,7743840000,9,DOCV /ID 0001013594-16-001299,NI COMPANY:HWM@US 'Elliott',Start: 2016-11-04. UTC: 2016-11-04T21:26:05.000Z,HWM US Equity,07/11/2016 0:00,1/25/2020,2020,25,1,Industrials,Aerospace & Defense,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,696945600,-1.923077,43.93396,224.1777,19.251204
225134646,Acuity Brands Inc,AYI US,AYI,Stephen Kraus,3/11/2016,11/3/2017,2011,8,15,03/11/2017 0:00,1: Return Capital/Buybacks,-25.86565,9662483000,0.00019,DOCV /ID 0001144215-16-000313,NI COMPANY:AYI@US 'Stephen',Start: 2016-11-03. UTC: 2016-11-03T20:23:31.000Z,AYI US Equity,04/11/2016 0:00,11/3/2017,2017,3,11,Industrials,Electrical Equipment,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,18358.7177,3.234046,-25.86565,-28.18808,-25.86565
225134646,HD Supply Holdings Inc,HDS US,#N/A Field Not Applicable,JANA Partners LLC,27/10/2016 0:00,1/12/2017,2011,8,16,12/01/2017 0:00,1: Strategic Review,32.51705,6471689900,8.1,DOCV /ID 0000902664-16-008540,NI COMPANY:HDS@US 'JANA',Start: 2016-10-27. UTC: 2016-10-27T12:54:52.000Z,HDS US Equity,27/10/2016 0:00,1/12/2017,2017,12,1,Industrials,Industrial Support Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,524206881.9,2.076875,9.020459,29.82083,32.51705
225134646,Ebix Inc,EBIXQ US,EBIX,P2 Capital Partners LLC,24/10/2016 0:00,3/22/2017,2011,8,17,22/03/2017 0:00,Discussions only,10.2727,1802712800,5.4,DOCV /ID 0001104659-16-151657,NI COMPANY:EBIXQ@US 'P2 Capital',Start: 2016-10-24. UTC: 2016-10-24T20:38:01.000Z,EBIXQ US Equity,25/10/2016 0:00,3/22/2017,2017,22,3,Technology,Software,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,97346491.2,-0.810811,18.986,11.17411,10.2727
225134646,Peabody Energy Corp,PEABODY ENERGY,#N/A Invalid Security,Mangrove Partners,24/10/2016 0:00,1/27/2017,2011,8,17,27/01/2017 0:00,1: Other (Bankruptcy-related objective),-83.28612,195915000,5.2,DOCV /ID 0001013594-16-001286,NI COMPANY:BTUUQ@US 'Mangrove',Start: 2016-10-24. UTC: 2016-10-24T12:11:53.000Z,BTUUQ US Equity,24/10/2016 0:00,1/27/2017,2017,27,1,Materials,Metals & Mining,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,10187580,51.74693,-96.38338,-88.98569,-83.28612
225134646,Taubman Centers Inc,TCO US,TCO,Land & Buildings Investment Management LLC,18/10/2016 0:00,5/15/2020,2011,8,19,15/05/2020 0:00,12: Sale of Company; Strategic Review; Cost Cutting; Realize NAV; Board Representation; Break Up; Declassify Board; Other (Elimination of dual class shares); Declassify Board; Board Representation; Break Up; Other (Exit Asia),-35.4419,4298245400,1,NSN OF9NB46K50YD,NI COMPANY:TCO@US 'Land & Buildings',Start: 2016-10-18. UTC: 2016-10-18T23:16:16.314Z,TCO US Equity,19/10/2016 0:00,5/15/2020,2020,15,5,Real Estate,REIT,Success,North America,United States,UNITED STATES OF AMERICA,MI,Proxy Fight,Closed - Activist Stake Sold,Core Activist,42982454,4.87565,-26.59941,-38.4432,-11.528438
225134646,Blackhawk Network Holdings Inc,HAWK TL 1L USD,#N/A Review,P2 Capital Partners LLC,17/10/2016 0:00,1/16/2018,2011,8,22,14/06/2018 0:00,1: Acquire Company,31.63265,1931741700,5.3,DOCV /ID 0001104659-16-150389,NI COMPANY:HAWK@US 'P2 Capital',Start: 2016-10-17. UTC: 2016-10-17T12:19:16.000Z,HAWK US Equity,17/10/2016 0:00,1/16/2018,2018,16,1,Technology,Technology Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,102382310.1,0.58309,-3.061224,30.86957,18.035533
225134646,USA Technologies Inc,A US,A,Legion Partners Asset Management LLC,11/10/2016,11/4/2017,2011,8,22,13/01/2023 0:00,2: Sale of Company; Strategic Review,-12.20401,210557900,9.94,DOCV /ID 0001560207-16-000018,NI COMPANY:CTLP@US 'Legion',Start: 2016-10-11. UTC: 2016-10-11T19:47:14.000Z,CTLP US Equity,11/10/2016 0:00,11/4/2017,2017,4,11,Technology,Software,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,20929455.26,-4.007286,18.39709,-8.538899,-2.057589
225134646,Accuride Corp,ACCURIDE,#N/A Invalid Security,Coliseum Capital Management LLC,7/10/2016,11/17/2016,2011,8,24,17/11/2016 0:00,3: Oppose Merger (Target); Other (Increase public equity); Return Capital/Buybacks,0.78125,123509600,19,NSN OEOHG0MEWG7D,NI COMPANY:ACW@US 'Coliseum',Start: 2016-10-07. UTC: 2016-10-07T13:00:00.216Z,ACW US Equity,07/10/2016 0:00,11/17/2016,2016,17,11,Industrials,Transportation Equipment,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,23466824,-2.34375,0.78125,3.2,0.78125
225134646,RAIT Financial Trust,RASF 7 3/4 PERP,RASF,Highland Capital Management LLC (Edward S Friedman),7/10/2016,5/26/2017,2011,8,25,14/02/2019 0:00,4: Cost Cutting; Other (Merging RAIT into a newly-formed company); Board Control; Other (Renew management agreement in 2 years),-98.63832,272874400,6.3,DOCV /ID 0001193125-16-733209,NI COMPANY:RASFQ@US 'Highland',Start: 2016-10-07. UTC: 2016-10-07T10:08:27.000Z,RASFQ US Equity,07/10/2016 0:00,5/26/2017,2017,26,5,Financials,Specialty Finance,Partial Success,North America,United States,UNITED STATES OF AMERICA,MD,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,17191087.2,0,-74.26051,-98.63832,-83.853933
225134646,Ashford Hospitality Prime Inc,BHR US,BHR,Raging Capital Management LLC,6/10/2016,3/6/2017,2011,8,26,06/03/2017 0:00,Discussions only,-20.13695,357993800,7.9,DOCV /ID 0000921895-16-005834,NI COMPANY:BHR@US 'Raging',Start: 2016-10-06. UTC: 2016-10-06T21:30:45.000Z,BHR US Equity,07/10/2016 0:00,3/6/2017,2017,6,3,Real Estate,REIT,Not Applicable,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Former Core,28281510.2,1.289398,-23.27879,-21.1536,-20.13695
