year,ID,ticker,company_name,market_cap,bic_level_2,bic_level_3,unequal_voting,ceo_tenure,ipo_date,total_return_5y,total_return_4y,total_return_3y,total_return_2y,total_return_1y,total_return_6m,total_return_3m,capex,net_capex,short_term_wc,long_term_wc,modified_wc,ebit,ebitda,net_income,net_revenue,ebitda_margin,operating_margin,operating_margin_2y_before,operating_margin_1y_before,net_debt,sales_to_total_assets,free_float_percentage,rsi_14d,rsi_30d,volatility_30d,volatility_90d,volatility_180d,roe,normalized_roe,headline_roe,operating_roe,operating_roic,pe_ratio,eps_adjusted_diluted,eps_gaap_diluted,eps_adjusted_headline,eps_gaap_basic,ev_to_sales,tobin_q_ratio,board_size,pb_ratio,employee_growth_rate,fcf_yield,fcf_to_equity,headline_fcf,unlevered_fcf,ev,sales_growth_rate,current_shares_outstanding,shares_outstanding,volume_30d_average,volume_30d_average_to_outstanding,insider_shares_percentage,classified_board_system,poison_pill,repurchase,net_repurchase,dividend_per_share,dividend_to_common,dividend_to_preferred,dividend_payout_ratio,total_compensation_to_executives,total_compensation_to_board_members,institution_ownership_percentage,asset_to_equity,current_asset,current_liability,non_current_asset,non_current_liability,cash_conversion_cycle,interest_expense,ceo_is_female
2022,AADI UR Equity,AADI,Aadi Bioscience Inc,312989344,Health Care,Biotech & Pharma,,,07/08/2017,-0.77778,-0.49021,0.389962,-0.11567,-0.46874,0.041396,-0.092,-412000,-412000,-5.00E+07,1.72E+08,-925000,-6.30E+07,-6.30E+07,-62590000,7238000,-573.028,-5.75E+02,-35.8495,,-1.80E+08,0.056614,60.07993,50.49599,48.93669,3.73E-01,3.31E-01,4.11E-01,-3.91E+01,-37.2762,-39.1147,-39.4678,-39.1821,,-2.84089,-2.98,-2.978487,-2.98,11.98502,1.814158,,1.850825,225,-16.3488,-5.10E+07,-5.10E+07,-6.40E+07,1.32E+08,,24395116,24395117,84682.03,,12.8,,,0,-7.30E+07,0,0,0,,,,72.207,1.147805,189863000,17891000,4240000,7104000,,231000,
2022,AAL UW Equity,AAL,American Airlines Group Inc,8266739200,Industrial Services,Transportation & Logistics,0,0.8333333333,,-0.75372,-0.59752,-0.55493,-0.19341,-0.29176,0.003155,0.056478,-2.04E+09,-1.90E+09,1.05E+09,-4.60E+09,2.09E+09,-5.60E+08,1.51E+09,-1.61E+09,4.48E+10,3.339969,-1.23E+00,-29.1475,-11.4125,3.35E+10,0.678299,98.62999,43.19418,45.37841,4.37E-01,4.38E-01,4.67E-01,,,-11.09,,-1.79219,,-2.2958,-2.59,-2.29,-2.49,0.922733,1.249665,15,,555.0505,-11.0322,-2.80E+09,-9.10E+08,,4.17E+10,84.66629,6.50E+08,6.50E+08,23998909,,1.313,0,0,0,0,0,0,0,,25027197,3981276,58.066,-8.44444,17377000000,21970000000,49275000000,52575000000,,1.90E+09,0.00E+00
2022,AAN UN Equity,AAN,Aaron's Co Inc/The,367826720,Consumer Discretionary Services,Consumer Services,0,2.16667,,-0.52837,-0.52837,-0.52837,-0.34082,-0.5003,-0.16335,0.240669,-1.09E+08,-8.60E+07,7.82E+08,6.40E+08,-1.10E+08,23558000,1.05E+08,16862000,2.04E+09,4.975977,1.12E+00,6.686342,7.255551,7.33E+08,1.114887,96.84531,56.97008,53.191,3.20E-01,7.46E-01,6.69E-01,2.37E+00,7.480269,1.21,3.305806,1.783193,7.169521,1.666778,0.5,2.57,0.53,0.522917,0.759294,8,0.522689,-2.44681,16.46808,3.43E+08,60574000,-6.20E+08,1.10E+09,14.9534,30780478,30780478,362303.3,,3.155,1,,48600000,46978000,0.4375,13580450,0,80.53879,,,123.117,2.68256,887172000,247601000,1000599000,936450000,-32.081,6307000,0
2022,AAON UW Equity,AAON,AAON Inc,4006989056,Industrial Products,Electrical Equipment,0,2.666666667,01/02/1988,1.108919,1.202687,0.552444,0.14391,-0.04559,0.379659,0.402192,-5.43E+07,-5.40E+07,1.38E+08,1.94E+08,2.62E+08,85606000,1.19E+08,67664000,7.29E+08,15.4504,11.11085,19.08901,17.38627,67228000,0.98044,79.32122,46.81299,54.4204,0.252741,0.435317,0.388058,14.64372,15.44313,14.64372,18.52669,16.09772,57.12686,0.878979,0.833333,0.879432667,0.853333333,5.28795,4.770946,8,7.651218,27.02822,-0.60939,15594000,-2.40E+07,-6.40E+07,4.07E+09,49.6251,79799304,79822457,280667.4,,20.628,1,,14834870,-2730130,0.253333,20056967,0,29.64201,7645604,1773519,108.3,1.500107,336064000,142184000,449779000,119801000,112.7965,1815000,0
2022,AAP UN Equity,AAP,Advance Auto Parts Inc,8712074240,Retail & Whsle - Discretionary,Retail - Discretionary,0,6.75,20/11/2001,0.474547,-0.00821,-0.02642,-0.0177,-0.3649,-0.13398,-0.0497,-4.32E+08,-4.30E+08,7.86E+08,7.20E+08,1.49E+09,6.95E+08,1.54E+09,476845000,1.11E+10,13.86762,6.27E+00,7.349649,8.007199,3.90E+09,0.913112,99.46352,46.14561,42.16133,2.04E-01,4.16E-01,3.81E-01,1.61E+01,22.99654,23.2,23.49595,9.045244,13.2729,11.07746,7.78,12.22,7.83,1.138092,1.687605,10,3.231539,2.5,2.733276,5.73E+08,2.38E+08,3.42E+08,1.26E+10,1.019565,59253716,59696000,1120670,,0.536,0,0,1.20E+09,,6,3.67E+08,0,76.89784,16428410,2686667,110.849,4.466769,6162519000,5442901000,5969560000,3973103000,112.3615,44819000,0
2022,AAPL UW Equity,AAPL,Apple Inc,2.07E+12,Tech Hardware & Semiconductors,Technology Hardware,0,11.75,12/12/1980,2.173002,2.413865,0.806597,-0.00905,-0.26404,-0.04676,-0.05828,-1.07E+10,-1.10E+10,1.20E+11,-1.90E+10,-3.10E+10,1.19E+11,1.32E+11,9.98E+10,3.93E+11,33.58651,3.03E+01,24.14731,29.78238,-3.70E+10,1.117852,94.27691,37.45789,41.56734,2.95E-01,4.02E-01,3.58E-01,1.75E+02,175.4593,160.7738,209.977,58.20885,21.26514,6.11,6.11,6.11,6.15,5.148792,7.453127,9,40.88114,6.493506,5.391686,1.11E+11,1.11E+11,1.03E+11,2.03E+12,7.793788,1.59E+10,1.59E+10,76648898,,0.063,0,0,9.02E+10,9.02E+10,0.9,1.46E+10,0,14.62317,208021268,3397051,60.095,6.961537,1.35E+11,1.54E+11,2.17E+11,1.48E+11,-62.9766,2.93E+09,0.00E+00
2022,AAT UN Equity,AAT,American Assets Trust Inc,1603995008,Real Estate,REIT,0,7.333333333,13/01/2011,-0.18518,-0.24818,-0.35805,-0.01298,-0.26359,-0.08671,0.042547,-136130000,,,,,1.13E+08,2.37E+08,53949000,3.96E+08,56.73466,2.71E+01,28.20724,25.48167,1.58E+09,0.139067,77.15089,43.936,46.23765,1.94E-01,2.92E-01,2.74E-01,3.39E+00,3.413836,2.49,9.160228,3.949673,37.34525,0.709595,0.71,0.71,0.71,7.541593,1.146925,5,1.303682,0.970874,3.802443,-4.10E+08,60991000,2.39E+08,3.16E+09,17.71582,60528116,60528115,311147.7,,17.013,0,0,,,1.26,75640065,0,180.0354,11746056,437012,111.514,2.511914,,,,,,58665000,0
2022,AAWW UW Equity,AAWW,Atlas Air Worldwide Holdings I,2859111168,Industrial Services,Transportation & Logistics,0,3,,0.739431,1.389192,2.656148,0.848185,0.070973,0.633447,0.054724,-1.05E+08,-9.20E+07,9.07E+08,-3.30E+08,1.66E+08,6.08E+08,9.63E+08,406608000,4.44E+09,21.38577,1.35E+01,-7.10621,16.8949,1.69E+09,0.721588,98.73928,54.45195,59.3846,3.58E-02,4.11E-02,2.86E-01,1.46E+01,15.75397,21.305,21.89596,11.76755,7.559961,13.3334,12.37,16.09,14.13,1.009975,0.985706,10,0.974893,-0.12312,27.4295,3.65E+08,7.71E+08,8.39E+08,4.55E+09,18.53458,28364198,28364198,337772.7,,1.185,0,0,87647004,87647004,0,0,0,0,,,121.883,2.128631,831900000,1157413000,5410831000,2152574000,,72628000,0
2022,ABBV UN Equity,ABBV,AbbVie Inc,2.86E+11,Health Care,Biotech & Pharma,0,10,,1.069857,1.127092,1.09575,0.642304,0.240402,0.075568,0.216037,-6.69E+08,-6.70E+08,2.48E+10,-2.30E+09,1.10E+10,1.77E+10,2.60E+10,1.34E+10,5.82E+10,44.92987,3.06E+01,28.45264,30.0948,5.77E+10,0.409121,99.88271,53.21524,57.2602,1.38E-01,2.04E-01,2.25E-01,9.05E+01,123.3117,108.535,119.7468,19.44936,15.81312,10.21999,7.49,13.58,7.52,5.942063,2.733556,11,17.86866,6.382979,7.669938,1.26E+10,2.19E+10,1.96E+10,3.44E+11,4.803422,1.77E+09,1.77E+09,4997707,,0.105,1,0,1.26E+09,9.75E+08,5.64,1.00E+10,0,74.78791,71913444,3865412,73.972,8.817932,30364000000,32712000000,1.11E+11,92586000000,74.9535,2.24E+09,0.00E+00
2022,ABCB UW Equity,ABCB,Ameris Bancorp,3269239552,Banking,Banking,0,3.5,18/05/1994,0.041631,0.582296,0.163144,0.269774,-0.03818,0.18087,0.057692,-1.48E+07,-1.40E+07,,,,,,346263000,1.06E+09,,4.30E+01,29.08966,49.112,-4.80E+08,0.046883,94.49968,38.7098,44.02592,2.55E-01,2.83E-01,2.83E-01,1.15E+01,10.95111,11.81,15.1513,11.76606,9.925648,4.749312,4.99,4.87,5,,1.018381,13,1.048161,7.094847,,1.00E+09,,,,1.546776,69351712,69352709,310126.5,,5.5,0,0,0,-2357000,0.6,41619089,0,11.50557,10751647,2753923,98.067,7.634858,,,,,,,0
2022,ABCL UW Equity,ABCL,AbCellera Biologics Inc,2898197248,Health Care,Biotech & Pharma,0,10.16666667,11/12/2020,-0.82801,-0.82801,-0.82801,-0.74826,-0.29161,-0.04883,0.024267,-6.78E+07,-6.80E+07,3.35E+08,9.40E+08,8.01E+07,3.36E+08,3.54E+08,248360000,4.25E+08,58.66445,5.57E+01,-35.4562,63.9295,-7.60E+08,0.388565,74.65675,39.84242,43.57179,5.60E-01,5.72E-01,6.28E-01,2.25E+01,22.54161,22.54161,30.48164,28.29773,13.52096,0.749207,0.749207,0.8,0.872486,3.55014,2.450454,6,2.315493,87.37864,5.588854,1.61E+08,1.62E+08,73786000,2.14E+09,35.9197,2.86E+08,2.86E+08,2003313,,1.846,1,0,0,-4240000,0,0,0,0,27616580,1423250,64.099,1.241756,1045669000,106052000,506740000,196185000,,,0
2022,ABG UN Equity,ABG,Asbury Automotive Group Inc,3967350528,Retail & Whsle - Discretionary,Retail - Discretionary,0,5,14/03/2002,1.833992,1.689019,0.603453,0.22993,0.037747,0.058521,0.1863,-9.75E+07,-9.80E+07,9.10E+08,6.54E+08,8.36E+08,1.21E+09,1.27E+09,784600000,1.43E+10,8.83631,8.39E+00,4.643835,7.329376,3.45E+09,1.840091,99.1319,57.42957,54.1123,3.67E-01,4.65E-01,4.79E-01,3.98E+01,39.29344,34.55667,61.15309,26.19092,5.163662,34.71374,35.12,36,35.27,0.515845,1.109102,9,1.504884,86.84211,19.45883,1.95E+09,7.72E+08,9.06E+08,7.42E+09,52.73285,22133056,22188334,185065.7,,0.834,0,0,9300000,-6.60E+08,0,0,0,0,18210958,2259042,113.768,2.957471,1812600000,1158700000,6003700000,4014700000,19.24913,1.72E+08,0.00E+00
2022,ABM UN Equity,ABM,ABM Industries Inc,2913982464,Industrial Services,Commercial Support Services,0,7.666666667,,0.299488,0.495641,0.241811,0.2154,0.10717,0.03257,0.167355,-5.08E+07,-4.50E+07,3.19E+08,2.08E+08,9.63E+08,3.49E+08,4.61E+08,230400000,7.76E+09,5.907822,4.47E+00,1.598303,3.312141,1.34E+09,1.60336,98.8249,47.77261,50.04076,2.66E-01,3.25E-01,3.07E-01,1.39E+01,14.8569,14.9175,20.97162,11.44338,12.14522,3.657407,3.41,3.66,3.44,0.544768,1.266995,11,1.696607,2.419355,-1.04325,3.56E+08,-3.00E+07,99600000,4.25E+09,25.33475,65600684,65587894,358287.3,,1.175,0,0,96945000,96945000,0.78,52338000,0,22.71615,19797143,2598480,103.595,2.835372,1561200000,1353200000,3307700000,1798500000,,41100000,0
2022,ABNB UW Equity,ABNB,Airbnb Inc,54923247616,Media,Internet Media & Services,1,14.41666667,10/12/2020,-0.40916,-0.40916,-0.40916,-0.41757,-0.48646,-0.04019,-0.18602,-2.11E+07,-2.10E+07,3.22E+09,6.85E+09,-1.50E+08,1.64E+09,1.74E+09,1.63E+09,7.83E+09,21.69006,2.05E+01,-22.5584,-51.636,-7.30E+09,0.499462,88.05289,38.28306,41.20492,3.71E-01,5.73E-01,5.25E-01,3.26E+01,35.4322,13.15,32.89075,22.22735,32.79351,2.607223,2.4,2.4,2.55,5.935109,5.055614,9,9.777071,,6.057703,3.33E+09,3.33E+09,1.72E+09,4.77E+10,50.96653,3.98E+08,6.34E+08,5463523,,5.973,1,0,0,-9.80E+07,0,0,0,0,38250345,2347289,71.532,2.90184,14866524000,8015327000,1210066000,2521127000,,21448000,0
2022,ABR UN Equity,ABR,Arbor Realty Trust Inc,2494020864,Financial Services,Specialty Finance,0,19.58333333,07/04/2004,1.455858,0.889317,0.21677,0.105685,-0.20693,0.060468,0.179703,0,0,,,,7.94E+08,8.02E+08,341963000,6.02E+08,78.62458,6.25E+01,24.91092,64.40891,1.27E+10,0.057431,96.4437,36.89799,44.29431,2.04E-01,3.96E-01,3.88E-01,1.58E+01,15.66233,11.415,19.61877,2.797747,7.054064,1.869844,1.88,2.2,1.94,15.65086,1.030902,8,1.034403,8.834586,41.23281,6.03E+09,1.03E+09,,1.60E+10,34.9719,1.72E+08,1.72E+08,1533216,,1.933,1,0,0,-4.80E+08,1.5,2.38E+08,39284000,78.63793,18860816,1876180,43.603,6.012895,,,,846432000,,,0
2022,ABSI UW Equity,ABSI,Absci Corp,194029312,Health Care,Biotech & Pharma,0,11.41666667,22/07/2021,-0.90273,-0.90273,-0.90273,-0.90273,-0.7439,-0.36747,-0.32907,-3.19E+07,-3.20E+07,-8.20E+07,1.71E+08,-1.86E+06,-1.10E+08,-1.00E+08,-1.11E+08,6703952,-1767.16,-1.98E+03,,-885.028,-1.60E+08,0.016624,45.74181,39.9686,42.45685,1.06E+00,1.07E+00,9.59E-01,-3.25E+01,-32.4835,-16.56,-32.8694,-30.8491,,-1.23,-1.23,-1.227065,-1.23,6.177829,0.999852,7,0.665859,,-57.6104,-1.10E+08,-1.10E+08,-1.30E+08,34855312,-6.86695,92394912,92884775,441802.2,,11.096,1,0,0,,0,0,0,,11983561,5873329,67.27,1.158547,201381000,30028000,138006000,16417000,,885000,0
2022,ABT UN Equity,ABT,Abbott Laboratories,1.91E+11,Health Care,Medical Equipment & Devices,0,2.833333333,01/01/1929,1.026861,0.618097,0.325256,0.035335,-0.20689,0.019641,0.139867,-1.78E+09,-1.80E+09,1.21E+10,1.15E+10,8.01E+09,9.44E+09,1.28E+10,7.89E+09,4.17E+10,28.37886,2.10E+01,13.38878,20.04113,6.35E+09,0.618535,99.26988,59.30742,56.07464,2.22E-01,2.85E-01,2.55E-01,2.25E+01,23.7548,22.24333,26.92269,17.6173,23.47388,4.677113,4.43,5.63,4.46,4.39669,2.86999,13,5.365857,3.669725,4.461754,7.64E+09,8.54E+09,7.79E+09,1.98E+11,6.433771,1.74E+09,1.74E+09,4556188,,0.72,0,0,3.80E+09,3.59E+09,1.88,3.31E+09,0,42.00595,51331809,3759567,78.778,2.028787,24845000000,13365000000,47956000000,23552000000,80.65123,5.35E+08,0.00E+00
2022,ABUS UW Equity,ABUS,Arbutus Biopharma Corp,364568320,Health Care,Biotech & Pharma,0,3.583333333,,-0.57248,-0.39164,-0.16187,-0.34366,-0.40103,-0.14022,0.219895,-436000,-416000,-6.60E+07,1.14E+08,-1.00E+07,-6.40E+07,-6.20E+07,-68845000,26574000,-172.715,-1.77E+02,-888.253,-678.865,-1.90E+08,0.176545,74.23162,42.34212,47.28112,6.37E-01,5.85E-01,5.35E-01,,,,,-45.3773,,-0.49002,-0.49416,-0.54339,-0.494156,4.911877,2.159281,7,2.445201,11.53846,-10.5352,-2.00E+08,-3.80E+07,-3.90E+07,1.77E+08,253.8552,1.56E+08,1.53E+08,1014379,,0.94,0,0,0,-8.00E+07,0,0,574000,,5209102,802827,41,1.400531,141136000,27506000,62665000,30778000,,1977000,0
2022,AC UN Equity,AC,Associated Capital Group Inc,923872448,Financial Services,Asset Management,,6.166666667,,0.26993,0.224391,0.094577,0.208063,-0.01839,0.17482,0.145098,0,0,,,,-6.10E+07,-6.00E+07,-53142000,30008000,-199.472,-2.04E+02,-51.9488,479.5649,-2.30E+08,0.03071,54.53428,55.62542,53.63681,3.18E-01,3.09E-01,2.90E-01,-5.87E+00,-0.75399,-5.86802,-6.74477,-5.2353,,-0.31387,-2.4125,-0.313872,-2.412497,23.26534,1.027752,9,1.050807,0,-30.1881,-2.80E+08,-2.80E+08,,7.05E+08,3.454986,3039448,22003507,2619.1,,1.728,,0,2176030,2176030,0.3,6609600,0,,2642547,655000,100.429,1.109926,,,,0,,,0
2022,ACA UN Equity,ACA,Arcosa Inc,2627582720,Industrial Services,Engineering & Construction,0,4.166666667,,1.634763,0.998195,0.234278,-0.00353,0.035064,0.172656,-0.04887,-1.10E+08,-7.40E+07,2.70E+08,4.99E+08,4.33E+08,1.57E+08,3.11E+08,100400000,2.11E+09,13.72168,6.91E+00,8.60366,5.497846,6.31E+08,0.669792,98.41622,37.51969,43.36714,2.72E-01,3.69E-01,4.00E-01,5.06E+00,5.464881,3,7.879764,5.413165,24.50524,2.217485,2.05,2.35,2.07,1.43898,1.294868,9,1.308141,-3.74415,6.169168,1.40E+08,1.62E+08,1.79E+08,3.26E+09,14.73524,48354484,48900000,219258.1,,1.568,0,0,452392.1,452392.1,0.2,9650000,0,9.611554,14024145,2350396,103.94,1.664254,922800000,423400000,2457800000,925900000,78.94298,30900000,0
2022,ACAD UW Equity,ACAD,ACADIA Pharmaceuticals Inc,2577941504,Health Care,Biotech & Pharma,0,7.833333333,27/05/2004,-0.47683,-0.01546,-0.62786,-0.70221,-0.31791,0.129879,-0.02689,-1000,-1000,-1.50E+08,4.11E+08,57561000,-2.20E+08,-2.10E+08,-2.17E+08,5.26E+08,-41.5022,-4.34E+01,-65.8173,-40.6717,-3.70E+08,0.84898,73.87689,55.8879,51.4992,4.47E-01,5.29E-01,4.86E-01,-4.38E+01,-43.7911,-16,-44.7674,-39.6248,,-1.35,-1.35,-1.35,-1.35,4.309579,4.572628,9,6.055969,-14.4759,-4.39506,-1.10E+08,-1.10E+08,-1.80E+08,2.20E+09,7.822401,1.62E+08,1.62E+08,992486.8,,0.17,1,0,0,-1.10E+07,0,0,0,,31177687,3029395,98.583,1.415341,527544000,116570000,74947000,60235000,90.54533,,0
